"customer_id","full_name","country","city","total_amount_spent","total_rent","first_rental_date","last_rental_date","rental_month"
234,"Claudia Fuller","Kuwait","Jalib al-Shuyukh","106.75","25","2005-06-15 05:09:01","2006-02-14 15:16:03","4"
116,"Victoria Gibson","Indonesia","Pemalang","106.74","26","2005-06-15 11:36:01","2005-08-22 04:44:09","3"
471,"Dean Sauer","South Africa","Johannesburg","106.74","26","2005-06-15 19:13:51","2005-08-23 08:34:53","3"
23,"Sarah Lewis","Latvia","Liepaja","106.73","27","2005-06-19 16:44:35","2006-02-14 15:16:03","4"
457,"Bill Gavin","United States","Rockford","106.73","27","2005-06-15 19:36:39","2006-02-14 15:16:03","4"
160,"Erin Dunn","Russian Federation","Ljubertsy","106.73","27","2005-06-18 09:03:19","2005-08-23 21:49:33","3"
52,"Julie Sanchez","Spain","A Corua (La Corua)","106.72","28","2005-06-15 01:38:31","2006-02-14 15:16:03","4"
138,"Hazel Warren","China","Hohhot","106.68","32","2005-06-15 10:26:23","2005-08-23 02:39:56","3"
490,"Sam Mcduffie","Colombia","Sogamoso","105.78","22","2005-06-16 10:16:02","2005-08-23 00:55:24","3"
127,"Elaine Stevens","Russian Federation","Smolensk","105.78","22","2005-06-15 09:06:24","2005-08-23 11:40:30","3"
331,"Eric Robert","Argentina","Santa F","105.78","22","2005-07-06 00:19:32","2005-08-23 03:30:51","2"
294,"Shelly Watts","United States","Dayton","105.77","23","2005-07-06 09:19:30","2005-08-23 15:34:46","2"
193,"Katie Elliott","Kenya","Kisumu","105.77","23","2005-06-15 11:03:24","2006-02-14 15:16:03","4"
58,"Jean Bell","Malaysia","Kuching","105.76","24","2005-06-18 01:33:09","2006-02-14 15:16:03","4"
400,"Bryan Hardison","United States","Dallas","105.76","24","2005-06-15 14:05:32","2005-08-23 20:23:08","3"
40,"Amanda Carter","Morocco","Nador","105.74","26","2005-06-18 20:28:31","2005-08-22 16:06:49","3"
396,"Earl Shanks","Japan","Iwatsuki","105.74","26","2005-06-15 14:31:05","2005-08-22 16:15:33","3"
96,"Diana Alexander","United States","Augusta-Richmond County","105.73","27","2005-06-15 07:11:39","2005-08-23 20:24:36","3"
444,"Marcus Hidalgo","Estonia","Tartu","105.72","28","2005-06-15 04:53:01","2005-08-23 14:55:47","3"
28,"Cynthia Young","India","Munger (Monghyr)","105.70","30","2005-06-15 04:58:07","2006-02-14 15:16:03","4"
345,"Carl Artis","Paraguay","San Lorenzo","104.79","21","2005-06-15 02:57:51","2005-08-23 04:28:25","3"
493,"Brent Harkins","Turkey","Sultanbeyli","104.78","22","2005-06-17 19:41:42","2006-02-14 15:16:03","4"
289,"Violet Rodriquez","Hong Kong","Kowloon and New Kowloon","104.76","24","2005-07-06 04:29:13","2005-08-22 05:03:59","2"
171,"Dolores Wagner","Malaysia","Ipoh","104.75","25","2005-06-16 11:06:09","2005-08-23 14:43:15","3"
121,"Josephine Gomez","India","Etawah","104.75","25","2005-06-16 08:16:05","2005-08-23 22:20:26","3"
31,"Brenda Wright","India","Kamarhati","104.74","26","2005-06-16 10:05:40","2005-08-23 14:58:06","3"
407,"Dale Ratcliff","South Africa","Rustenburg","104.74","26","2005-06-16 13:04:42","2005-08-22 20:44:35","3"
25,"Deborah Walker","Pakistan","Shikarpur","104.73","27","2005-06-15 12:17:34","2005-08-23 20:00:30","3"
397,"Jimmy Schrader","Russian Federation","Atinsk","104.72","28","2005-06-16 18:07:48","2005-08-22 11:17:37","3"
442,"Leroy Bustamante","China","Tongliao","104.71","29","2005-06-15 05:58:55","2005-08-22 16:35:25","3"
341,"Peter Menard","Netherlands","Ede","103.78","22","2005-06-15 23:57:20","2005-08-23 18:43:31","3"
296,"Ramona Hale","India","Patiala","103.77","23","2005-07-05 23:29:55","2006-02-14 15:16:03","3"
280,"Tracey Barrett","Nigeria","Owo","103.77","23","2005-07-08 07:48:12","2005-08-23 19:09:39","2"
202,"Carla Gutierrez","India","Bhusawal","103.74","26","2005-06-15 20:55:42","2005-08-23 13:22:56","3"
214,"Kristin Johnston","United States","Sunnyvale","103.74","26","2005-06-15 07:55:43","2006-02-14 15:16:03","4"
245,"Courtney Day","South Korea","Uijongbu","103.74","26","2005-06-15 15:02:03","2006-02-14 15:16:03","4"
408,"Manuel Murrell","Sri Lanka","Jaffna","103.73","27","2005-06-18 21:03:08","2005-08-23 13:06:19","3"
20,"Sharon Robinson","Pakistan","Mardan","103.73","27","2005-06-16 02:33:53","2005-08-23 01:10:42","3"
292,"Misty Lambert","United Arab Emirates","Sharja","102.78","22","2005-07-06 02:48:39","2005-08-22 12:38:20","2"
553,"Max Pitt","Yugoslavia","Novi Sad","102.77","23","2005-06-17 01:29:30","2005-08-23 02:48:24","3"
510,"Ben Easter","Russian Federation","Kamyin","102.77","23","2005-06-15 18:32:30","2005-08-22 10:46:44","3"
98,"Lillian Griffin","United Arab Emirates","al-Ayn","102.76","24","2005-06-15 13:53:32","2005-08-23 03:58:28","3"
587,"Sergio Stanfield","Mexico","Celaya","102.76","24","2005-06-15 11:29:17","2006-02-14 15:16:03","4"
190,"Yolanda Weaver","Tanzania","Tabora","102.75","25","2005-06-15 10:39:05","2006-02-14 15:16:03","4"
126,"Ellen Simpson","Brazil","Po","102.75","25","2005-06-21 21:01:57","2005-08-23 21:02:43","3"
44,"Marie Turner","Russian Federation","Lipetsk","101.79","21","2005-06-15 21:56:39","2006-02-14 15:16:03","4"
466,"Leo Ebert","China","Dongying","101.78","22","2005-06-16 20:59:35","2005-08-23 21:00:22","3"
100,"Robin Hayes","Russian Federation","Jelets","101.77","23","2005-06-15 03:23:48","2006-02-14 15:16:03","4"
593,"Rene Mcalister","United States","Garden Grove","101.76","24","2005-06-17 15:27:03","2005-08-21 19:35:59","3"
182,"Renee Lane","United States","Compton","101.72","28","2005-06-16 01:20:05","2005-08-22 09:49:32","3"
405,"Leonard Schofield","Argentina","Tandil","101.70","30","2005-06-15 10:23:08","2006-02-14 15:16:03","4"
486,"Glen Talbert","Mexico","Acua","100.77","23","2005-06-17 13:46:52","2005-08-21 06:44:37","3"
572,"Sidney Burleson","Poland","Czestochowa","100.76","24","2005-06-17 04:05:12","2005-08-20 08:59:38","3"
517,"Brad Mccurdy","Taiwan","Chungho","100.76","24","2005-06-16 09:34:45","2005-08-23 04:55:05","3"
219,"Willie Howell","Argentina","Vicente Lpez","100.75","25","2005-06-18 17:12:01","2006-02-14 15:16:03","4"
251,"Vickie Brewer","Germany","Halle/Saale","100.75","25","2005-06-18 04:22:06","2006-02-14 15:16:03","4"
135,"Juanita Mason","India","Pune","100.72","28","2005-06-15 07:42:58","2006-02-14 15:16:03","4"
519,"Ron Deluca","Japan","Isesaki","99.78","22","2005-06-17 07:42:45","2005-08-22 21:12:19","3"
11,"Lisa Anderson","Japan","Sagamihara","99.77","23","2005-06-15 20:53:07","2006-02-14 15:16:03","4"
297,"Sherri Rhodes","India","Ahmadnagar","99.74","26","2005-07-06 04:10:35","2005-08-23 10:43:00","2"
57,"Evelyn Morgan","Liechtenstein","Vaduz","99.74","26","2005-06-17 15:34:41","2005-08-23 16:24:24","3"
563,"Ken Prewitt","Romania","Bucuresti","99.73","27","2005-06-16 01:31:23","2005-08-23 15:45:42","3"
503,"Angel Barclay","Japan","Ueda","99.72","28","2005-06-17 19:35:26","2005-08-23 14:13:47","3"
452,"Tom Milner","United Arab Emirates","Abu Dhabi","99.71","29","2005-06-15 02:09:02","2006-02-14 15:16:03","4"
381,"Bobby Boudreau","Anguilla","South Hill","99.68","32","2005-06-15 16:31:08","2005-08-23 12:29:24","3"
19,"Ruth Martinez","South Africa","Kimberley","98.82","18","2005-06-19 10:42:59","2005-08-23 03:46:47","3"
329,"Frank Waggoner","Bangladesh","Jamalpur","98.77","23","2005-07-06 23:00:20","2005-08-22 19:54:31","2"
175,"Annette Olson","India","Allappuzha (Alleppey)","98.76","24","2005-06-15 21:54:31","2006-02-14 15:16:03","4"
537,"Clinton Buford","United States","Aurora","98.76","24","2005-06-15 19:10:07","2006-02-14 15:16:03","4"
374,"Jeremy Hurtado","Brazil","Vitria de Santo Anto","98.75","25","2005-06-16 01:43:33","2006-02-14 15:16:03","4"
264,"Gwendolyn May","Japan","Higashiosaka","98.75","25","2005-06-14 23:16:27","2006-02-14 15:16:03","4"
425,"Francis Sikes","Mexico","San Juan Bautista Tuxtepec","98.75","25","2005-06-21 05:35:52","2005-08-23 22:12:44","3"
580,"Ross Grey","Philippines","Iligan","98.74","26","2005-06-15 20:52:36","2005-08-23 18:54:32","3"
65,"Rose Howard","French Guiana","Cayenne","97.80","20","2005-06-18 00:08:20","2005-08-21 09:08:51","3"
367,"Adam Gooch","India","Adoni","97.80","20","2005-06-20 15:09:48","2005-08-21 13:41:14","3"
460,"Leon Bostic","Colombia","Florencia","97.79","21","2005-06-15 16:12:27","2005-08-23 19:14:07","3"
475,"Pedro Chestnut","Ukraine","ostka","97.78","22","2005-07-06 23:11:11","2005-08-22 19:23:58","2"
562,"Wallace Slone","Nigeria","Sokoto","97.78","22","2005-06-17 11:24:57","2005-08-23 17:16:30","3"
409,"Rodney Moeller","Nigeria","Deba Habe","97.78","22","2005-06-15 03:46:10","2005-08-21 20:49:21","3"
192,"Laurie Lawrence","India","Firozabad","97.78","22","2005-06-19 17:16:33","2006-02-14 15:16:03","4"
123,"Shannon Freeman","India","Varanasi (Benares)","97.77","23","2005-06-15 21:42:17","2005-08-23 13:51:57","3"
256,"Mabel Holland","Myanmar","Monywa","97.75","25","2005-06-16 02:17:07","2005-08-23 16:18:12","3"
581,"Virgil Wofford","Mexico","Jos Azueta","97.75","25","2005-06-17 08:52:01","2005-08-23 14:05:37","3"
269,"Cassandra Walters","United States","Salinas","96.79","21","2005-07-07 07:20:29","2006-02-14 15:16:03","3"
379,"Carlos Coughlin","India","Bhavnagar","96.79","21","2005-06-15 15:20:06","2005-08-23 18:26:51","3"
268,"Nina Soto","India","Palghat (Palakkad)","96.79","21","2005-07-06 08:56:43","2005-08-22 15:49:54","2"
352,"Albert Crouse","Cameroon","Bamenda","96.78","22","2005-06-15 21:58:00","2006-02-14 15:16:03","4"
83,"Louise Jenkins","South Africa","Springs","96.78","22","2005-06-15 13:13:49","2006-02-14 15:16:03","4"
414,"Vincent Ralston","Mexico","Allende","96.77","23","2005-06-18 04:54:29","2005-08-23 01:59:14","3"
14,"Betty White","United States","Citrus Heights","96.77","23","2005-06-15 13:32:15","2006-02-14 15:16:03","4"
317,"Edward Baugh","Faroe Islands","Trshavn","96.76","24","2005-07-07 08:17:13","2006-02-14 15:16:03","3"
286,"Velma Lucas","Nigeria","Effon-Alaiye","96.76","24","2005-07-06 04:38:50","2005-08-23 07:28:22","2"
445,"Micheal Forman","Argentina","Escobar","96.76","24","2005-07-07 03:03:33","2005-08-23 17:36:00","2"
500,"Reginald Kinder","Indonesia","Madiun","96.75","25","2005-06-15 14:54:56","2005-08-23 15:54:20","3"
422,"Melvin Ellington","China","Laohekou","96.75","25","2005-06-17 00:02:44","2006-02-14 15:16:03","4"
74,"Denise Kelly","Brazil","Rio Claro","96.74","26","2005-06-18 22:56:26","2005-08-23 22:26:47","3"
554,"Dwayne Olvera","India","Rajkot","95.80","20","2005-06-17 08:54:10","2005-08-23 09:53:30","3"
106,"Connie Wallace","Russian Federation","Ivanovo","95.79","21","2005-06-18 07:56:18","2005-08-22 14:27:37","3"
578,"Willard Lumpkin","Mexico","Carmen","95.79","21","2005-06-16 21:53:52","2005-08-23 08:34:10","3"
541,"Darren Windham","Italy","Livorno","95.78","22","2005-06-17 10:34:59","2005-08-23 18:08:59","3"
488,"Shane Millard","Mexico","La Paz","95.78","22","2005-06-16 09:51:39","2005-08-23 02:37:19","3"
180,"Stacy Cunningham","Colombia","Pereira","95.78","22","2005-06-19 13:31:52","2006-02-14 15:16:03","4"
324,"Gary Coy","China","Yuzhou","95.78","22","2005-07-06 21:42:21","2006-02-14 15:16:03","3"
339,"Walter Perryman","China","Xinxiang","95.76","24","2005-07-06 01:36:11","2005-08-21 23:24:52","2"
199,"Beth Franklin","Vietnam","Haiphong","95.76","24","2005-06-15 16:44:00","2006-02-14 15:16:03","4"
456,"Ronnie Ricketts","Senegal","Ziguinchor","95.76","24","2005-06-15 08:41:52","2005-08-23 17:43:16","3"
132,"Esther Crawford","South Africa","Botshabelo","95.72","28","2005-06-16 23:53:42","2005-08-23 16:30:55","3"
22,"Laura Rodriguez","Morocco","Sal","94.81","19","2005-06-21 17:18:01","2006-02-14 15:16:03","4"
150,"Danielle Daniels","Mexico","Hidalgo","94.78","22","2005-06-20 23:06:07","2005-08-21 19:47:55","3"
68,"Nicole Peterson","India","Shivapuri","94.78","22","2005-06-16 22:04:34","2005-08-23 03:36:26","3"
276,"Brandy Graves","United States","Warren","94.77","23","2005-07-06 10:51:28","2005-08-23 18:08:19","2"
153,"Suzanne Nichols","Indonesia","Jakarta","94.76","24","2005-06-18 03:33:58","2005-08-23 06:15:09","3"
161,"Geraldine Perkins","Israel","Tel Aviv-Jaffa","94.76","24","2005-06-17 01:02:00","2005-08-22 23:55:51","3"
10,"Dorothy Taylor","Iran","Esfahan","94.76","24","2005-06-16 20:21:53","2005-08-22 21:59:29","3"
111,"Carmen Owens","Venezuela","Caracas","94.75","25","2005-06-16 05:14:52","2006-02-14 15:16:03","4"
321,"Kevin Schuler","Nepal","Birgunj","93.83","17","2005-07-06 19:24:55","2005-08-23 16:56:14","2"
528,"Claude Herzog","Angola","Benguela","93.80","20","2005-06-17 02:45:10","2005-08-23 16:43:54","3"
432,"Edwin Burk","South Africa","Newcastle","93.80","20","2005-06-15 00:39:01","2005-08-23 10:56:15","3"
443,"Francisco Skidmore","Brazil","So Leopoldo","93.79","21","2005-06-20 00:27:49","2005-08-23 03:23:32","3"
319,"Ronald Weiner","Mexico","San Felipe del Progreso","93.79","21","2005-07-07 07:06:03","2005-08-22 23:07:57","2"
105,"Dawn Sullivan","Tuvalu","Funafuti","93.78","22","2005-06-16 19:49:18","2005-08-23 14:27:07","3"
336,"Joshua Mark","India","Rampur","93.78","22","2005-07-07 17:55:53","2006-02-14 15:16:03","3"
385,"Phillip Holm","Japan","Tama","93.76","24","2005-06-16 16:41:19","2005-08-23 02:06:01","3"
383,"Martin Bales","Angola","Namibe","93.75","25","2005-06-16 22:22:17","2005-08-23 16:44:25","3"
229,"Tamara Nguyen","Brazil","Anpolis","93.75","25","2005-06-18 01:59:16","2006-02-14 15:16:03","4"
377,"Howard Fortner","Iran","Kermanshah","93.74","26","2005-06-19 03:07:32","2005-08-23 20:44:10","3"
12,"Nancy Thomas","India","Yamuna Nagar","93.74","26","2005-06-16 17:02:55","2005-08-23 20:28:44","3"
47,"Frances Parker","Brazil","Juazeiro do Norte","92.81","19","2005-06-17 03:17:21","2005-08-23 15:39:18","3"
544,"Cody Nolen","Brazil","So Bernardo do Campo","92.80","20","2005-06-15 05:33:52","2005-08-23 06:48:47","3"
307,"Joseph Joy","Brazil","Angra dos Reis","92.80","20","2005-07-06 22:13:45","2005-08-23 03:03:53","2"
365,"Bruce Schwarz","Japan","Okinawa","92.79","21","2005-06-15 09:55:57","2005-08-21 12:51:49","3"
81,"Andrea Henderson","Madagascar","Mahajanga","92.79","21","2005-06-19 14:26:09","2005-08-23 16:45:28","3"
511,"Chester Benner","China","Suihua","92.78","22","2005-06-15 08:21:39","2005-08-22 15:25:33","3"
431,"Joel Francisco","Bolivia","Sucre","92.78","22","2005-06-16 02:41:30","2006-02-14 15:16:03","4"
516,"Elmer Noe","Cambodia","Battambang","92.76","24","2005-06-14 22:55:13","2006-02-14 15:16:03","4"
188,"Melanie Armstrong","Philippines","Bayugan","92.75","25","2005-06-16 00:31:40","2006-02-14 15:16:03","4"
275,"Carole Barnett","United States","Peoria","92.75","25","2005-07-07 21:14:19","2005-08-23 02:30:23","2"
474,"Dustin Gillette","Netherlands","Emmen","92.75","25","2005-06-16 17:39:39","2006-02-14 15:16:03","4"
505,"Rafael Abney","Philippines","Talavera","91.81","19","2005-06-16 20:17:20","2006-02-14 15:16:03","4"
489,"Ricardo Meador","Japan","Okayama","91.81","19","2005-06-16 06:58:02","2005-08-23 20:12:17","3"
212,"Wilma Richards","United States","Bellevue","91.80","20","2005-06-15 13:17:01","2005-08-23 18:05:10","3"
37,"Pamela Baker","China","Nanyang","91.79","21","2005-06-16 04:44:23","2005-08-23 22:08:04","3"
201,"Vicki Fields","Germany","Witten","91.78","22","2005-06-17 14:40:58","2005-08-23 20:06:04","3"
417,"Travis Estep","Saudi Arabia","al-Qatif","91.78","22","2005-06-17 06:04:16","2006-02-14 15:16:03","4"
392,"Sean Douglass","Ethiopia","Addis Abeba","91.77","23","2005-06-16 00:38:07","2005-08-21 11:51:10","3"
323,"Matthew Mahan","Mexico","Cuautla","91.75","25","2005-07-06 10:16:45","2005-08-23 11:30:32","2"
570,"Ivan Cromwell","Mexico","Monclova","91.75","25","2005-06-15 06:37:55","2006-02-14 15:16:03","4"
64,"Judith Cox","China","Daxian","91.70","30","2005-06-15 11:51:30","2006-02-14 15:16:03","4"
216,"Natalie Meyer","Brazil","Aparecida de Goinia","90.78","22","2005-06-15 20:32:08","2006-02-14 15:16:03","4"
261,"Deanna Byrd","Philippines","Tuguegarao","90.78","22","2005-06-16 17:48:37","2005-08-22 23:08:46","3"
99,"Emily Diaz","South Korea","Kimchon","90.77","23","2005-06-17 01:13:11","2006-02-14 15:16:03","4"
546,"Kelly Knott","China","Sanya","90.77","23","2005-06-15 00:42:17","2005-08-23 05:13:09","3"
36,"Kathleen Adams","Iran","Arak","90.75","25","2005-06-19 16:05:41","2005-08-23 08:42:40","3"
461,"Derek Blakely","Philippines","Gingoog","90.73","27","2005-06-20 18:39:43","2005-08-23 07:03:19","3"
552,"Hugh Waldrop","China","Haining","89.80","20","2005-06-18 09:24:50","2005-08-23 10:21:21","3"
333,"Andrew Purdy","Azerbaijan","Baku","89.78","22","2005-07-09 02:39:47","2005-08-22 19:59:42","2"
43,"Christine Roberts","French Polynesia","Faaa","89.78","22","2005-06-16 01:28:22","2006-02-14 15:16:03","4"
73,"Beverly Brooks","Taiwan","Chiayi","89.78","22","2005-06-16 10:20:20","2006-02-14 15:16:03","4"
364,"Benjamin Varney","Mexico","Guadalajara","89.78","22","2005-06-16 15:12:52","2005-08-22 17:48:10","3"
235,"Jackie Lynch","Colombia","Buenaventura","89.77","23","2005-06-15 21:50:32","2005-08-22 09:33:08","3"
69,"Judy Gray","Algeria","Bchar","89.77","23","2005-06-16 01:57:15","2006-02-14 15:16:03","4"
507,"Edgar Rhoads","Turkey","Eskisehir","89.77","23","2005-06-15 10:06:15","2005-08-22 23:04:21","3"
156,"Bertha Ferguson","Nigeria","Ondo","89.77","23","2005-06-17 17:45:09","2005-08-22 23:26:32","3"
233,"Lillie Kim","Egypt","Idfu","89.77","23","2005-06-17 10:58:53","2005-08-23 15:03:58","3"
34,"Rebecca Scott","Japan","Kurashiki","89.76","24","2005-06-17 04:29:58","2005-08-21 20:54:32","3"
463,"Darrell Power","Canada","Halifax","89.76","24","2005-06-15 08:27:33","2005-08-22 14:23:11","3"
361,"Lawrence Lawton","Cameroon","Yaound","89.71","29","2005-06-18 12:53:25","2006-02-14 15:16:03","4"
249,"Dora Medina","China","Tianjin","88.81","19","2005-06-15 02:21:46","2005-08-22 14:33:50","3"
247,"Stella Moreno","Mexico","Coacalco de Berriozbal","88.81","19","2005-06-18 07:23:17","2005-08-23 13:45:44","3"
375,"Aaron Selby","Congo, The Democratic Republic of the","Mwene-Ditu","88.80","20","2005-06-15 16:38:53","2005-08-23 02:46:13","3"
33,"Anna Hill","Italy","Alessandria","88.80","20","2005-06-15 09:46:33","2006-02-14 15:16:03","4"
60,"Mildred Bailey","India","Jaipur","88.78","22","2005-06-15 21:18:16","2006-02-14 15:16:03","4"
415,"Glenn Pullen","Netherlands","Amersfoort","88.78","22","2005-06-17 02:01:37","2005-08-23 19:27:04","3"
231,"Georgia Jacobs","India","Uttarpara-Kotrung","88.77","23","2005-06-18 17:32:08","2005-08-22 22:51:13","3"
53,"Heather Morris","Japan","Nagareyama","88.76","24","2005-06-17 09:10:09","2006-02-14 15:16:03","4"
133,"Pauline Henry","Mexico","Torren","88.75","25","2005-06-16 00:17:39","2005-08-23 21:07:59","3"
72,"Theresa Watson","Philippines","Taguig","88.73","27","2005-06-18 07:46:34","2005-08-22 13:57:55","3"
17,"Donna Thompson","Russian Federation","Elista","87.82","18","2005-06-18 00:17:58","2005-08-23 12:41:38","3"
203,"Tara Ryan","Indonesia","Gorontalo","87.81","19","2005-06-15 03:24:14","2005-08-23 20:27:34","3"
547,"Kurt Emmons","Japan","Kanazawa","87.80","20","2005-06-17 12:44:39","2005-08-22 03:57:08","3"
305,"Richard Mccrary","United States","Arlington","87.80","20","2005-07-07 14:22:45","2005-08-23 06:59:07","2"
523,"Harvey Guajardo","Vietnam","Vinh","87.80","20","2005-06-16 15:29:47","2005-08-22 09:41:09","3"
476,"Derrick Bourque","Canada","Gatineau","87.80","20","2005-06-16 11:54:25","2006-02-14 15:16:03","4"
226,"Maureen Little","Paraguay","Asuncin","87.79","21","2005-06-21 16:58:50","2005-08-23 22:06:15","3"
189,"Loretta Carpenter","Canada","Oshawa","87.79","21","2005-06-16 01:15:59","2005-08-23 21:04:51","3"
130,"Charlotte Hunter","Brazil","guas Lindas de Gois","87.78","22","2005-06-16 07:55:01","2005-08-23 13:29:08","3"
351,"Jack Foust","Russian Federation","Zeleznogorsk","87.77","23","2005-06-16 20:04:50","2005-08-23 13:01:43","3"
597,"Freddie Duggan","Peru","Sullana","87.77","23","2005-06-18 14:59:39","2006-02-14 15:16:03","4"
509,"Raul Fortier","India","Chapra","86.82","18","2005-06-15 07:21:21","2005-08-23 19:46:39","3"
478,"Lewis Lyman","Israel","Ashqelon","86.81","19","2005-06-16 14:08:44","2005-08-23 11:22:09","3"
238,"Nellie Garrett","India","Shimoga","86.81","19","2005-06-15 01:58:50","2005-08-23 01:05:00","3"
501,"Ruben Geary","Poland","Lublin","86.81","19","2005-06-21 01:50:29","2005-08-23 10:20:35","3"
195,"Vanessa Sims","Germany","Siegen","86.81","19","2005-07-07 13:01:35","2005-08-23 22:19:33","2"
169,"Erica Matthews","China","Pingxiang","86.80","20","2005-06-17 12:52:58","2005-08-23 09:33:22","3"
67,"Kelly Torres","China","Xiangtan","86.80","20","2005-06-17 15:57:56","2005-08-22 11:19:22","3"
217,"Agnes Bishop","India","Sambhal","86.79","21","2005-06-15 10:55:09","2005-08-22 19:02:48","3"
101,"Peggy Myers","Saudi Arabia","Abha","86.77","23","2005-07-09 00:02:46","2006-02-14 15:16:03","3"
232,"Constance Reid","Nigeria","Zaria","86.77","23","2005-06-16 07:14:13","2005-08-23 04:33:39","3"
419,"Chad Carbone","India","Katihar","86.76","24","2005-06-19 18:52:37","2005-08-23 13:33:46","3"
228,"Allison Stanley","Cambodia","Phnom Penh","86.75","25","2005-06-18 06:59:51","2006-02-14 15:16:03","4"
208,"Lucy Wheeler","India","Balurghat","86.75","25","2005-06-16 20:36:00","2006-02-14 15:16:03","4"
561,"Ian Still","United States","Garland","86.75","25","2005-06-15 01:24:20","2006-02-14 15:16:03","4"
115,"Wendy Harrison","Mexico","Nezahualcyotl","86.73","27","2005-06-15 13:37:38","2006-02-14 15:16:03","4"
567,"Alfredo Mcadams","Russian Federation","Serpuhov","85.80","20","2005-06-19 12:58:53","2005-08-23 06:18:43","3"
437,"Randall Neumann","Dominican Republic","La Romana","85.80","20","2005-06-18 04:23:54","2005-08-22 07:52:18","3"
455,"Jon Wiles","Bolivia","El Alto","85.78","22","2005-06-15 15:18:08","2005-08-23 02:25:09","3"
382,"Victor Barkley","United States","Manchester","85.78","22","2005-06-18 15:27:47","2005-08-23 18:44:21","3"
359,"Willie Markham","Argentina","Almirante Brown","85.78","22","2005-06-15 11:25:06","2006-02-14 15:16:03","4"
8,"Susan Wilson","New Zealand","Hamilton","85.77","23","2005-06-15 09:59:16","2005-08-23 14:31:19","3"
24,"Kimberly Lee","Argentina","Crdoba","85.77","23","2005-06-16 14:39:31","2005-08-22 21:28:59","3"
77,"Jane Bennett","Brazil","Araatuba","85.77","23","2005-06-16 14:11:24","2005-08-22 21:34:00","3"
450,"Jay Robb","Indonesia","Surakarta","85.75","25","2005-06-16 08:33:39","2006-02-14 15:16:03","4"
542,"Lonnie Tirado","Indonesia","Pangkal Pinang","84.84","16","2005-06-19 07:16:20","2005-08-22 07:20:55","3"
545,"Julio Noland","Ukraine","Konotop","84.81","19","2005-06-17 20:48:30","2005-08-23 20:41:09","3"
55,"Doris Reed","Russian Federation","Balaiha","84.81","19","2005-06-16 21:53:05","2005-08-22 19:37:20","3"
539,"Mathew Bolin","Venezuela","Valencia","84.80","20","2005-06-15 08:25:33","2005-08-22 21:24:19","3"
88,"Bonnie Hughes","South Korea","Cheju","84.80","20","2005-06-15 18:30:00","2005-08-23 17:13:01","3"
299,"James Gannon","Japan","Hiroshima","84.79","21","2005-07-06 00:00:03","2005-08-22 04:26:34","2"
6,"Jennifer Davis","United States","Laredo","84.75","25","2005-06-16 03:41:38","2005-08-23 06:41:32","3"
140,"Eva Ramos","United States","Clarksville","83.82","18","2005-06-16 04:51:18","2005-08-23 15:47:02","3"
480,"Corey Hauser","Turkey","Gaziantep","83.81","19","2005-06-15 13:13:36","2005-08-23 05:38:41","3"
143,"Leslie Gordon","Turkey","Kilis","83.80","20","2005-06-17 04:28:11","2005-08-23 21:54:02","3"
440,"Bernard Colby","India","Dhule (Dhulia)","83.79","21","2005-07-07 16:37:23","2006-02-14 15:16:03","3"
598,"Wade Delvalle","Switzerland","Lausanne","83.78","22","2005-06-20 10:10:29","2005-08-23 00:44:15","3"
340,"Patrick Newsom","Vietnam","Hanoi","83.77","23","2005-07-08 00:27:30","2005-08-22 22:25:17","2"
496,"Tyler Wren","China","Rizhao","82.81","19","2005-06-19 04:04:46","2006-02-14 15:16:03","4"
564,"Bob Pfeiffer","China","Xintai","82.78","22","2005-06-16 13:59:42","2005-08-22 10:22:00","3"
498,"Gene Sanborn","Oman","Salala","82.76","24","2005-06-15 06:06:33","2005-08-19 03:46:43","3"
483,"Vernon Chapa","Turkey","Denizli","81.83","17","2005-06-19 23:11:49","2005-08-19 03:10:21","3"
524,"Jared Ely","Indonesia","Purwakarta","81.83","17","2005-06-15 09:59:24","2005-08-22 16:33:39","3"
308,"Thomas Grigsby","United States","Kansas City","81.81","19","2005-07-07 00:08:18","2005-08-23 15:03:13","2"
174,"Yvonne Watkins","Venezuela","Ocumare del Tuy","81.81","19","2005-06-16 03:13:20","2005-08-23 20:06:23","3"
322,"Jason Morrissey","Argentina","Baha Blanca","81.81","19","2005-07-05 23:05:44","2005-08-23 10:23:48","2"
312,"Mark Rinehart","Saudi Arabia","Tabuk","81.80","20","2005-07-06 13:04:35","2005-08-23 16:44:31","2"
165,"Lorraine Stephens","China","Hami","81.80","20","2005-06-17 12:03:01","2005-08-23 15:23:50","3"
4,"Barbara Jones","Myanmar","Myingyan","81.78","22","2005-06-15 09:31:28","2005-08-23 07:43:00","3"
534,"Christian Jung","India","Amroha","81.78","22","2005-06-16 06:36:33","2006-02-14 15:16:03","4"
215,"Jessie Banks","Bulgaria","Stara Zagora","81.76","24","2005-06-15 14:59:06","2006-02-14 15:16:03","4"
527,"Cory Meehan","Belarus","Mogiljov","81.76","24","2005-06-15 16:28:42","2006-02-14 15:16:03","4"
151,"Megan Palmer","China","Laiwu","81.75","25","2005-06-18 20:51:34","2005-08-23 20:31:38","3"
311,"Paul Trout","Russian Federation","Kursk","80.85","15","2005-07-08 18:09:08","2005-08-23 21:34:33","2"
